dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
15-03-2016 20:59,Golf_3_....._1.4,privat,Angebot,245,test,limousine,1994,,0,golf,150000,2,petrol,volkswagen,no,15-03-2016 00:00,0,44145,17-03-2016 18:17
25-03-2016 21:48,BMW_325i_Aut.,privat,Angebot,18000,test,limousine,2007,automatic,218,3er,20000,5,petrol,bmw,no,25-03-2016 00:00,0,39179,07-04-2016 04:45
17-03-2016 18:55,Mercedes_Benz_E_200_CDI_automatic_Classic,privat,Angebot,3500,control,limousine,2004,automatic,122,e_klasse,150000,11,diesel,mercedes_benz,no,17-03-2016 00:00,0,67071,30-03-2016 15:46
08-03-2016 07:54,VW_Golf_3,privat,Angebot,350,test,,2016,manual,75,golf,150000,4,petrol,volkswagen,no,08-03-2016 00:00,0,19386,08-03-2016 09:44
11-03-2016 11:50,Opel_Kadett_E_CC,privat,Angebot,1600,control,andere,1991,manual,75,kadett,70000,0,,opel,,11-03-2016 00:00,0,2943,07-04-2016 03:46
28-03-2016 17:50,Renault_Kangoo_1.9_Diesel,privat,Angebot,1500,test,,2016,,0,kangoo,150000,1,diesel,renault,no,28-03-2016 00:00,0,46483,30-03-2016 09:18
01-04-2016 17:45,Abschleppwagen_Vw_LT_195.000_gruene_Plakette_TÜV_8/2017,privat,Angebot,11900,test,andere,2002,manual,129,andere,150000,11,diesel,volkswagen,no,01-04-2016 00:00,0,10551,05-04-2016 12:47
25-03-2016 15:50,Mercedes_Camper_D407,privat,Angebot,1500,test,bus,1984,manual,70,andere,150000,8,diesel,mercedes_benz,no,25-03-2016 00:00,0,22767,27-03-2016 03:17
26-03-2016 22:06,Suche_Opel_corsa_a_zu_verschenken,privat,Angebot,0,test,,1990,,0,corsa,150000,1,petrol,opel,,26-03-2016 00:00,0,56412,27-03-2016 17:43
30-03-2016 20:38,E_500_Avantgarde_AMG_Ausstattung,privat,Angebot,7500,control,limousine,2002,automatic,306,e_klasse,150000,4,,mercedes_benz,,30-03-2016 00:00,0,33649,03-04-2016 11:44
24-03-2016 00:52,BMW_E60_530XD,privat,Angebot,12500,test,limousine,2006,automatic,231,5er,150000,11,diesel,bmw,,23-03-2016 00:00,0,46119,04-04-2016 16:18
13-03-2016 15:47,Mini_One_Pepper_Scheckheftgepflegt,privat,Angebot,6990,test,limousine,2007,manual,95,one,100000,8,petrol,mini,no,13-03-2016 00:00,0,59174,21-03-2016 17:17
17-03-2016 12:44,Smart_For_two_Klima_regensensor_uSw,privat,Angebot,3900,test,kleinwagen,2008,automatic,61,fortwo,80000,6,petrol,smart,,17-03-2016 00:00,0,21073,19-03-2016 11:46
29-03-2016 18:57,Renault_Clio_1.4,privat,Angebot,590,control,kleinwagen,1999,manual,75,clio,125000,8,petrol,renault,no,29-03-2016 00:00,0,84180,29-03-2016 18:57
15-03-2016 18:59,BMW_120d_DPF,privat,Angebot,7999,control,limousine,2007,manual,177,1er,150000,8,diesel,bmw,no,15-03-2016 00:00,0,53604,16-03-2016 16:47
04-04-2016 00:38,BMW_528i_touring,privat,Angebot,2100,test,kombi,1998,automatic,193,5er,150000,2,petrol,bmw,no,03-04-2016 00:00,0,86157,06-04-2016 08:16
25-03-2016 14:40,VW_Golf_6___Klima___Alu___Scheckheft_!!!,privat,Angebot,7750,control,,2017,manual,80,golf,100000,1,petrol,volkswagen,,25-03-2016 00:00,0,48499,31-03-2016 21:47
04-04-2016 14:06,Mercedes_Benz_B180_automatic,privat,Angebot,13500,test,bus,2012,automatic,109,b_klasse,150000,7,diesel,mercedes_benz,no,04-04-2016 00:00,0,35576,05-04-2016 12:09
30-03-2016 08:50,BMW_120i_Cabrio_mit_M_Paket,privat,Angebot,14800,control,cabrio,2008,manual,170,1er,125000,4,petrol,bmw,,30-03-2016 00:00,0,48691,07-04-2016 00:17
07-03-2016 18:57,Fiat_punto_5_tuerer__6_gang,privat,Angebot,2000,control,,2017,manual,90,punto,150000,11,diesel,fiat,yes,07-03-2016 00:00,0,66115,07-03-2016 18:57
04-04-2016 10:57,Verkaufe_meinen_kleinen_wegen_neu_Anschaffung,privat,Angebot,1400,control,,2016,manual,55,andere,5000,1,,hyundai,,04-04-2016 00:00,0,34454,06-04-2016 12:45
29-03-2016 18:53,Bmw_318_d_Sport_Edition_Facelift,privat,Angebot,7999,control,limousine,2008,automatic,143,3er,150000,12,diesel,bmw,,29-03-2016 00:00,0,71083,06-04-2016 04:45
17-03-2016 07:56,Opel_signum_1.9_cdti,privat,Angebot,4700,control,kombi,2005,manual,0,signum,150000,0,,opel,no,17-03-2016 00:00,0,88433,04-04-2016 04:17
26-03-2016 10:39,auto_opel_astra,privat,Angebot,550,test,kombi,1999,manual,0,astra,150000,8,diesel,opel,yes,26-03-2016 00:00,0,56759,01-04-2016 23:17
21-03-2016 01:59,BMW_435i_Sport_coupe,privat,Angebot,39600,test,coupe,2014,automatic,306,andere,30000,7,petrol,bmw,no,21-03-2016 00:00,0,10435,03-04-2016 23:16
22-03-2016 17:56,Smart_Cabrio_TÜV_bis_07/17,privat,Angebot,3000,control,cabrio,2006,automatic,61,fortwo,80000,1,petrol,smart,no,22-03-2016 00:00,0,12055,22-03-2016 17:56
10-03-2016 20:53,Seat_inca_1.9SDI___LKW_Zulassung___TÜV_NEU,privat,Angebot,2399,test,,2018,manual,64,andere,125000,3,,seat,no,10-03-2016 00:00,0,33397,25-03-2016 10:17
31-03-2016 08:57,Volkswagen_Golf_1.6_Comfortline,privat,Angebot,1000,control,limousine,1998,manual,101,golf,150000,10,petrol,volkswagen,no,31-03-2016 00:00,0,39624,06-04-2016 03:15
29-03-2016 15:48,TAUSCHE_BMW_E38_740i_g._SUV_/_GELÄNDEWAGEN_LESEN_LESEN,privat,Angebot,1,control,suv,1994,manual,286,,150000,11,,sonstige_autos,,29-03-2016 00:00,0,53721,06-04-2016 01:44
26-03-2016 07:54,Bmw_316i_compact.____200€,privat,Angebot,200,test,coupe,1995,manual,102,3er,150000,4,petrol,bmw,,26-03-2016 00:00,0,23560,01-04-2016 20:46
25-03-2016 19:44,Audi_A8_3.0_TDI_quattro,privat,Angebot,7499,test,limousine,2004,automatic,232,a8,150000,3,diesel,audi,yes,25-03-2016 00:00,0,71711,07-04-2016 01:44
30-03-2016 12:49,Skoda_Fabia_1.2,privat,Angebot,5500,control,kleinwagen,2010,manual,60,fabia,70000,4,petrol,skoda,no,30-03-2016 00:00,0,57076,07-04-2016 03:44
08-03-2016 12:54,Volkswagen_Jetta_1.9_TDI_DSG_DPF_Sportline,privat,Angebot,7000,test,limousine,2006,automatic,105,jetta,100000,10,diesel,volkswagen,no,08-03-2016 00:00,0,6242,11-03-2016 17:16
07-03-2016 22:36,BMW_325_i_Cabrio_wenig_Kilometer,privat,Angebot,14999,test,cabrio,2007,manual,218,3er,50000,8,petrol,bmw,no,07-03-2016 00:00,0,1129,15-03-2016 10:17
28-03-2016 17:41,Opel_Astra_1.4_mit_vielen_Extras!!!!,privat,Angebot,10900,test,,2017,manual,101,astra,50000,3,,opel,no,28-03-2016 00:00,0,63607,06-04-2016 23:15
15-03-2016 14:50,Volkswagen_Scirocco_1.4_TSI___Top_Zustand_!!!!,privat,Angebot,9700,test,coupe,2008,manual,160,scirocco,150000,8,petrol,volkswagen,no,15-03-2016 00:00,0,55218,06-04-2016 04:17
21-03-2016 12:47,Honda_HRV_reserviert!!!,privat,Angebot,2100,control,suv,2000,manual,105,andere,150000,8,petrol,honda,no,09-02-2016 00:00,0,85244,31-03-2016 16:46
15-03-2016 09:51,Mercedes_Benz_190,privat,Angebot,1280,control,limousine,1992,automatic,109,andere,150000,9,petrol,mercedes_benz,,15-03-2016 00:00,0,86163,05-04-2016 19:18
01-04-2016 11:56,Opel_astra_g_coupe_1.8_liter_petroler,privat,Angebot,1200,test,coupe,2001,,0,astra,150000,0,,opel,,01-04-2016 00:00,0,47249,07-04-2016 08:46
08-03-2016 01:36,Volkswagen_Polo,privat,Angebot,800,control,kleinwagen,1993,manual,0,polo,150000,3,petrol,volkswagen,no,08-03-2016 00:00,0,8258,05-04-2016 23:46
07-03-2016 08:55,BMW_520i_E39,privat,Angebot,2300,control,,1997,manual,150,5er,150000,3,,bmw,no,07-03-2016 00:00,0,79341,22-03-2016 05:15
05-03-2016 16:45,Ford_Fiesta,privat,Angebot,750,control,kleinwagen,2002,manual,50,fiesta,150000,4,petrol,ford,no,05-03-2016 00:00,0,70327,11-03-2016 06:16
22-03-2016 17:45,Mercedes_Benz_C_180_T_Kompressor_Avantgarde,privat,Angebot,7999,control,kombi,2008,manual,156,c_klasse,150000,10,petrol,mercedes_benz,no,22-03-2016 00:00,0,83355,25-03-2016 09:47
31-03-2016 18:46,VW_Golf_V_Plus_TDI_1_8,privat,Angebot,6600,control,limousine,2006,manual,105,golf,150000,10,diesel,volkswagen,no,31-03-2016 00:00,0,41812,31-03-2016 18:46
17-03-2016 09:48,Nissan_Micra_1.2_CVT,privat,Angebot,7999,test,kleinwagen,2013,manual,80,micra,40000,4,petrol,nissan,no,17-03-2016 00:00,0,46145,06-04-2016 07:44
11-03-2016 14:50,MB_Vito_Transporter_108_CDI,privat,Angebot,1400,control,andere,2003,manual,82,vito,150000,8,diesel,mercedes_benz,no,11-03-2016 00:00,0,4668,11-03-2016 14:50
31-03-2016 22:48,Golf_4_TDi_1_9.__3_tuerig,privat,Angebot,800,test,,2000,manual,90,golf,150000,2,diesel,volkswagen,,31-03-2016 00:00,0,32584,06-04-2016 19:15
10-03-2016 10:50,Mercedes_Benz_311_CDI_Sprinter_DOKA_6_SITZ._TÜV/AU_NEU,privat,Angebot,5000,test,bus,2006,manual,109,sprinter,150000,4,diesel,mercedes_benz,no,10-03-2016 00:00,0,26382,12-03-2016 14:45
11-03-2016 23:42,Mercedes_Benz_E_250_CDI_Mod.2011_automatic_NAVI_XENON_Glasdach,privat,Angebot,20300,test,limousine,2010,automatic,204,e_klasse,80000,12,diesel,mercedes_benz,no,11-03-2016 00:00,0,51491,03-04-2016 01:26
17-03-2016 18:52,Opel_Astra_F_Cabrio,privat,Angebot,150,control,,2016,manual,75,astra,150000,3,petrol,opel,yes,17-03-2016 00:00,0,78315,05-04-2016 03:45
01-04-2016 22:39,muss_dringend_weg_!!!_2_mal_Alfa_romeo_156_Zu_Verkaufen,privat,Angebot,250,test,kombi,2000,manual,155,156,150000,0,petrol,alfa_romeo,yes,01-04-2016 00:00,0,8396,05-04-2016 20:18
03-04-2016 12:56,Bastler_Fahrzeug_mit_Rest_Tuev,privat,Angebot,350,control,kleinwagen,1997,manual,54,,150000,3,,fiat,yes,03-04-2016 00:00,0,45665,05-04-2016 11:47
09-03-2016 21:46,Ford_Escort_CLX,privat,Angebot,600,test,limousine,1994,manual,75,escort,100000,6,petrol,ford,yes,09-03-2016 00:00,0,37359,05-04-2016 23:44
23-03-2016 18:59,Mercedes_Benz_C_220_T_CDI_Avantgarde,privat,Angebot,3300,test,kombi,2005,manual,150,c_klasse,150000,9,diesel,mercedes_benz,yes,23-03-2016 00:00,0,29221,23-03-2016 18:59
12-03-2016 19:46,SUBARU_FORESTER,privat,Angebot,1600,test,kombi,1997,automatic,122,forester,150000,10,petrol,subaru,no,12-03-2016 00:00,0,87497,15-03-2016 06:46
29-03-2016 14:58,Volvo_XC90_AWD_D5_Kinetic_Leder_Standheizung_AHK_Gruene_Umweltpl,privat,Angebot,8000,test,suv,2005,manual,185,xc_reihe,150000,8,diesel,volvo,,29-03-2016 00:00,0,96472,03-04-2016 23:18
13-03-2016 19:52,Mitsubishi_L_400,privat,Angebot,1800,control,bus,2001,manual,87,andere,150000,7,diesel,mitsubishi,no,13-03-2016 00:00,0,24116,17-03-2016 13:47
08-03-2016 13:49,Fiesta_Titanium_1.25,privat,Angebot,6800,control,kleinwagen,2009,manual,82,fiesta,60000,12,petrol,ford,no,08-03-2016 00:00,0,51065,05-04-2016 19:18
07-03-2016 17:38,Renault_Scenic,privat,Angebot,2990,test,bus,2004,manual,113,scenic,150000,12,petrol,renault,no,07-03-2016 00:00,0,41836,09-03-2016 06:15
28-03-2016 09:37,MERCEDES_BENZ_W124_250D_83KW_/_113PS___SCHLACHTFEST_!!!_Preis:_1€,privat,Angebot,1,control,limousine,1995,manual,113,e_klasse,150000,4,diesel,mercedes_benz,no,28-03-2016 00:00,0,40589,06-04-2016 12:15
23-03-2016 11:53,A4_Diesel_Leder_Top___NAVI,privat,Angebot,2400,test,limousine,2003,manual,0,a4,150000,9,diesel,audi,,23-03-2016 00:00,0,40210,23-03-2016 11:53
02-04-2016 23:25,Senator_A2__3_0E__180PS__CD_Ausstattung.,privat,Angebot,1222,control,limousine,1984,automatic,180,andere,150000,3,petrol,opel,,02-04-2016 00:00,0,57290,06-04-2016 14:44
16-03-2016 07:56,FORD_KA___TÜV_ABGELAUFEN,privat,Angebot,250,control,,2000,,60,ka,150000,0,,ford,,16-03-2016 00:00,0,51427,21-03-2016 09:47
10-03-2016 11:44,Audi_A1_1.2_TFSI_S_Line,privat,Angebot,14500,test,kleinwagen,2013,manual,86,a1,60000,4,petrol,audi,no,10-03-2016 00:00,0,31582,07-04-2016 01:15
28-03-2016 16:37,unfall_Opel_insignia_voll_Ausstattung__TÜV_neu__ideal_fuer_Bastler,privat,Angebot,8390,test,,2009,,0,insignia,150000,0,,opel,,28-03-2016 00:00,0,29221,30-03-2016 07:44
25-03-2016 18:44,Volkswagen_Passat_1.9_TDI,privat,Angebot,3850,test,limousine,2003,manual,131,passat,150000,5,diesel,volkswagen,no,25-03-2016 00:00,0,30459,07-04-2016 00:16
31-03-2016 10:53,BMW_318d_Aut.__Xenon__Navi__Sportsitze_FESTREIS!,privat,Angebot,23490,control,limousine,2013,automatic,143,3er,40000,6,diesel,bmw,no,31-03-2016 00:00,0,49356,06-04-2016 03:44
26-03-2016 15:38,VW_t5_kastenwagen,privat,Angebot,6450,test,bus,2008,manual,84,transporter,150000,12,,volkswagen,no,26-03-2016 00:00,0,44623,06-04-2016 03:17
01-04-2016 12:45,Mercedes_A_Klasse____Top_Zustand___TÜV/AU___neu_!_Halbautomatic,privat,Angebot,1700,test,kleinwagen,1999,automatic,102,a_klasse,125000,11,petrol,mercedes_benz,no,01-04-2016 00:00,0,12305,01-04-2016 12:45
11-03-2016 19:00,OPEL_COMBO_2008__TÜV_Neu_bis_02.2018__DIESEL___LKW_ZULLASUNG,privat,Angebot,4290,test,bus,2008,manual,0,combo,150000,2,diesel,opel,no,11-03-2016 00:00,0,23568,05-04-2016 22:45
28-03-2016 00:56,Ford_Focus_Turnier_1.6_TDCi_DPF,privat,Angebot,1500,control,kombi,2006,manual,109,focus,150000,10,diesel,ford,no,27-03-2016 00:00,0,74223,02-04-2016 11:47
15-03-2016 17:41,Audi_A4_B5_1_6_Liter,privat,Angebot,499,control,limousine,1995,manual,101,a4,150000,5,petrol,audi,,15-03-2016 00:00,0,85414,22-03-2016 20:48
16-03-2016 16:44,Hyundai_Genesis_Coupe_GT_3.8_V6_automatic,privat,Angebot,22999,control,coupe,2012,automatic,303,andere,50000,4,petrol,hyundai,no,16-03-2016 00:00,0,88167,06-04-2016 20:18
01-04-2016 09:54,Audi_a4_2.5_TDI_Tausch_moeglich,privat,Angebot,6500,test,limousine,2004,manual,163,a4,150000,4,diesel,audi,,01-04-2016 00:00,0,97450,01-04-2016 09:54
26-03-2016 07:36,verkaufe_Mercedes_Benz_220_CDI_Sport_8_fach_Bereift,privat,Angebot,900,test,kombi,1999,manual,125,c_klasse,150000,7,diesel,mercedes_benz,no,26-03-2016 00:00,0,37130,29-03-2016 11:44
21-03-2016 10:47,BMW_316_automaticgetriebe_Klimaanlage,privat,Angebot,650,test,limousine,1997,automatic,102,3er,150000,8,petrol,bmw,,21-03-2016 00:00,0,13357,22-03-2016 14:49
20-03-2016 12:59,Ford_Escort_Cabrio,privat,Angebot,300,test,cabrio,1992,manual,105,escort,150000,0,,ford,yes,20-03-2016 00:00,0,88515,06-04-2016 13:15
02-04-2016 12:54,Audi_TT_Coupe_1.8_T_quattro,privat,Angebot,3399,test,coupe,1999,manual,224,tt,150000,9,petrol,audi,yes,02-04-2016 00:00,0,61276,05-04-2016 19:44
23-03-2016 10:59,Volkswagen_Passat_Variant_1.6_Kombi_mit_TÜV_und_AHK,privat,Angebot,1300,control,kombi,1997,manual,101,passat,150000,10,petrol,volkswagen,no,23-03-2016 00:00,0,4277,29-03-2016 04:46
16-03-2016 23:25,Honda_Civic_EG4,privat,Angebot,900,test,,1995,manual,90,civic,150000,3,petrol,honda,,16-03-2016 00:00,0,35789,19-03-2016 17:19
22-03-2016 17:44,530d_XDRIVE_235_PS,privat,Angebot,7300,control,limousine,2009,automatic,235,5er,100000,3,diesel,bmw,no,22-03-2016 00:00,0,83022,22-03-2016 17:44
26-03-2016 15:47,Opel_Astra_Twin_Top_2.0_Turbo,privat,Angebot,8599,test,cabrio,2006,manual,200,astra,125000,9,petrol,opel,no,26-03-2016 00:00,0,79761,06-04-2016 04:15
03-04-2016 03:57,Opel_Corsa_TÜV_bis_Ende_2016,privat,Angebot,350,test,kleinwagen,1998,,0,corsa,150000,2,petrol,opel,,03-04-2016 00:00,0,82110,03-04-2016 08:53
19-03-2016 18:40,Golf_IV_1.4_16V,privat,Angebot,0,test,,2017,manual,0,golf,5000,12,petrol,volkswagen,,19-03-2016 00:00,0,21698,01-04-2016 08:47
14-03-2016 20:37,Audi_A6_2_5_TDi_Quattro_Avant_Automatic__Turbo__Kombi__132_KW__2_,privat,Angebot,5900,control,kombi,2005,automatic,178,a6,150000,1,diesel,audi,no,14-03-2016 00:00,0,88131,06-04-2016 07:17
20-03-2016 18:38,Volkswagen_Golf_1.8_5V_Turbo,privat,Angebot,6300,test,limousine,2002,manual,265,golf,150000,3,petrol,volkswagen,no,20-03-2016 00:00,0,56759,07-04-2016 01:45
04-04-2016 09:50,Volkswagen_Corrado_1.8_G60,privat,Angebot,3500,control,coupe,1991,manual,160,andere,150000,5,petrol,volkswagen,no,04-04-2016 00:00,0,66111,06-04-2016 11:17
20-03-2016 18:53,Polo_6n_Karosse_zu_verschenken,privat,Angebot,0,test,kleinwagen,1999,,0,,5000,0,petrol,volkswagen,,20-03-2016 00:00,0,37520,07-04-2016 02:45
09-03-2016 17:47,BMW_320d_DPF,privat,Angebot,5950,test,limousine,2006,manual,163,3er,150000,1,diesel,bmw,yes,09-03-2016 00:00,0,63526,10-03-2016 14:15
03-04-2016 12:45,Honda_yeszz_1.2_S,privat,Angebot,1699,control,kleinwagen,2003,manual,77,yeszz,150000,8,petrol,honda,no,03-04-2016 00:00,0,42105,07-04-2016 14:57
20-03-2016 13:54,Volkswagen_vw_t4_Einzelstueck,privat,Angebot,4699,test,bus,1996,manual,110,transporter,150000,8,petrol,volkswagen,no,20-03-2016 00:00,0,79713,25-03-2016 13:45
23-03-2016 12:54,Motorschaden_steuerrichmen_gerissen,privat,Angebot,400,control,limousine,2000,manual,144,omega,150000,10,,opel,yes,23-03-2016 00:00,0,45968,05-04-2016 12:45
12-03-2016 22:57,Volkswagen_Polo_1.4_FSI_Team,privat,Angebot,9290,control,kleinwagen,2010,manual,86,polo,40000,5,petrol,volkswagen,no,12-03-2016 00:00,0,35630,26-03-2016 06:17
18-03-2016 11:25,Mercedes_Benz_Kabrio__Limousine___mit_Gas_Umbau....,privat,Angebot,7000,control,limousine,2003,manual,120,slk,150000,5,petrol,mercedes_benz,no,18-03-2016 00:00,0,57578,23-03-2016 08:44
01-04-2016 17:56,Servo_Klima_Zv__usw,privat,Angebot,1199,test,kleinwagen,2000,manual,60,twingo,150000,5,petrol,renault,no,01-04-2016 00:00,0,28832,05-04-2016 13:44
27-03-2016 12:36,Ford_Focus_1_6l*Klima*TÜV*,privat,Angebot,1750,test,limousine,2002,manual,75,focus,125000,1,petrol,ford,no,27-03-2016 00:00,0,33330,27-03-2016 12:36
18-03-2016 23:41,Volkswagen_Golf_CL,privat,Angebot,1000,test,limousine,1990,manual,54,golf,150000,2,petrol,volkswagen,no,18-03-2016 00:00,0,47447,05-04-2016 23:16
11-03-2016 20:55,BMW_740i,privat,Angebot,1800,control,limousine,1995,automatic,286,7er,150000,12,petrol,bmw,yes,11-03-2016 00:00,0,77866,20-03-2016 10:17
20-03-2016 10:54,VW_Golf_6_1.4_Comfortline,privat,Angebot,8000,control,,2009,manual,0,golf,100000,10,petrol,volkswagen,no,20-03-2016 00:00,0,94139,06-04-2016 07:45
16-03-2016 18:37,Opel_Combo_1.7_DTI___Kasten___Lkw_Zulassung___Euro3,privat,Angebot,1100,control,bus,2003,manual,75,combo,150000,3,diesel,opel,no,16-03-2016 00:00,0,96224,24-03-2016 11:46
